Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00002_001,SE_A00002_002,SE_A00002_003
"01055","Etowah County, Alabama","al","050","00",,,,"01","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Etowah County",,,,103348,193.1357,535.105490836251
"01057","Fayette County, Alabama","al","050","00",,,,"01","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County",,,,16297,25.96371,627.683723631152
"01059","Franklin County, Alabama","al","050","00",,,,"01","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County",,,,32011,50.49381,633.958915639764
"01061","Geneva County, Alabama","al","050","00",,,,"01","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geneva County",,,,26647,46.38418,574.484700315214
"01063","Greene County, Alabama","al","050","00",,,,"01","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County",,,,7706,11.90993,647.023081188021
"01065","Hale County, Alabama","al","050","00",,,,"01","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hale County",,,,14742,22.89165,643.990109606685
"01067","Henry County, Alabama","al","050","00",,,,"01","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County",,,,17282,30.7568,561.891962433803
"01069","Houston County, Alabama","al","050","00",,,,"01","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County",,,,107040,184.6071,579.825932784245
"01071","Jackson County, Alabama","al","050","00",,,,"01","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County",,,,52618,48.8101,1078.01447110952
"01073","Jefferson County, Alabama","al","050","00",,,,"01","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County",,,,672265,604.8049,1111.54034690508
"01075","Lamar County, Alabama","al","050","00",,,,"01","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County",,,,13885,22.95625,604.846292724136
"01077","Lauderdale County, Alabama","al","050","00",,,,"01","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lauderdale County",,,,94329,141.2079,668.014832501155
"01079","Lawrence County, Alabama","al","050","00",,,,"01","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County",,,,33116,47.94664,690.684429425928
"01081","Lee County, Alabama","al","050","00",,,,"01","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County",,,,175126,288.2523,607.544238815006
"01083","Limestone County, Alabama","al","050","00",,,,"01","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Limestone County",,,,104199,184.9456,563.403407274474
"01085","Lowndes County, Alabama","al","050","00",,,,"01","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowndes County",,,,10153,14.17848,716.085133985177
"01087","Macon County, Alabama","al","050","00",,,,"01","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County",,,,19198,31.54115,608.665207715248
"01089","Madison County, Alabama","al","050","00",,,,"01","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County",,,,389781,486.2529,801.601391203357
"01091","Marengo County, Alabama","al","050","00",,,,"01","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marengo County",,,,19180,19.63357,976.898351652595
"01093","Marion County, Alabama","al","050","00",,,,"01","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County",,,,29203,39.33894,742.343244833567
"01095","Marshall County, Alabama","al","050","00",,,,"01","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County",,,,97923,173.0562,565.845006231689
"01097","Mobile County, Alabama","al","050","00",,,,"01","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mobile County",,,,413878,336.6575,1229.37413455197
"01099","Monroe County, Alabama","al","050","00",,,,"01","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County",,,,19816,19.32008,1025.66875213321
"01101","Montgomery County, Alabama","al","050","00",,,,"01","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County",,,,228132,290.4827,785.354755311608
"01103","Morgan County, Alabama","al","050","00",,,,"01","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County",,,,123102,212.3661,579.668922018172
"01105","Perry County, Alabama","al","050","00",,,,"01","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County",,,,8479,11.78179,719.669842485757
"01107","Pickens County, Alabama","al","050","00",,,,"01","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County",,,,18925,21.47134,881.407537023338
"01109","Pike County, Alabama","al","050","00",,,,"01","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County",,,,32997,49.09779,672.06696556123
"01111","Randolph County, Alabama","al","050","00",,,,"01","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County",,,,22179,38.20341,580.550297530336
"01113","Russell County, Alabama","al","050","00",,,,"01","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russell County",,,,58849,91.78211,641.181559142359
"01115","St. Clair County, Alabama","al","050","00",,,,"01","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County",,,,91719,145.2237,631.570394920749
"01117","Shelby County, Alabama","al","050","00",,,,"01","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County",,,,223916,285.0835,785.440056092924
"01119","Sumter County, Alabama","al","050","00",,,,"01","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County",,,,12196,13.49375,903.826124290923
"01121","Talladega County, Alabama","al","050","00",,,,"01","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Talladega County",,,,81105,110.0748,736.816979847011
"01123","Tallapoosa County, Alabama","al","050","00",,,,"01","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tallapoosa County",,,,41251,57.5707,716.52765032116
"01125","Tuscaloosa County, Alabama","al","050","00",,,,"01","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuscaloosa County",,,,231558,175.3101,1320.84780624466
"01127","Walker County, Alabama","al","050","00",,,,"01","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County",,,,64978,82.14355,791.029827165222
"01129","Washington County, Alabama","al","050","00",,,,"01","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County",,,,15434,14.28736,1080.25542048843
"01131","Wilcox County, Alabama","al","050","00",,,,"01","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilcox County",,,,10441,11.75977,887.857580807324
"01133","Winston County, Alabama","al","050","00",,,,"01","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winston County",,,,23655,38.58903,612.998003079551
"02013","Aleutians East Borough, Alaska","ak","050","00",,,,"02","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aleutians East Borough",,,,3407,0.4877432,6985.23373544588
"02016","Aleutians West Census Area, Alaska","ak","050","00",,,,"02","016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aleutians West Census Area",,,,5219,1.188019,4393.02621633768
"02020","Anchorage Municipality, Alaska","ak","050","00",,,,"02","020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anchorage Municipality",,,,290674,170.2949,1706.88583267567
"02050","Bethel Census Area, Alaska","ak","050","00",,,,"02","050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bethel Census Area",,,,18538,0.456296,40627.1407342428
"02060","Bristol Bay Borough, Alaska","ak","050","00",,,,"02","060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol Bay Borough",,,,854,1.771856,481.980599137911
"02063","Chugach Census Area, Alaska","ak","050","00",,,,"02","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chugach Census Area",,,,7000,0.7345344,9529.84677921288
"02066","Copper River Census Area, Alaska","ak","050","00",,,,"02","066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Copper River Census Area",,,,2614,0.1058637,24692.135580551
"02068","Denali Borough, Alaska","ak","050","00",,,,"02","068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denali Borough",,,,2101,0.1662046,12641.0491600733
"02070","Dillingham Census Area, Alaska","ak","050","00",,,,"02","070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dillingham Census Area",,,,4854,0.2647541,18333.9944432175
"02090","Fairbanks North Star Borough, Alaska","ak","050","00",,,,"02","090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairbanks North Star Borough",,,,96299,13.1292,7334.72062418822
"02100","Haines Borough, Alaska","ak","050","00",,,,"02","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haines Borough",,,,2079,0.8871752,2343.39275085444
"02105","Hoonah-Angoon Census Area, Alaska","ak","050","00",,,,"02","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hoonah-Angoon Census Area",,,,2329,0.3552873,6555.25809694871
"02110","Juneau City and Borough, Alaska","ak","050","00",,,,"02","110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juneau City and Borough",,,,32108,11.87415,2704.02547656591
"02122","Kenai Peninsula Borough, Alaska","ak","050","00",,,,"02","122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenai Peninsula Borough",,,,59235,3.69816,16017.423697716
"02130","Ketchikan Gateway Borough, Alaska","ak","050","00",,,,"02","130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ketchikan Gateway Borough",,,,13910,2.863948,4856.93239042034
"02150","Kodiak Island Borough, Alaska","ak","050","00",,,,"02","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kodiak Island Borough",,,,13065,1.953066,6689.48060608775
"02158","Kusilvak Census Area, Alaska","ak","050","00",,,,"02","158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kusilvak Census Area",,,,8372,0.4902482,17077.0638072454
"02164","Lake and Peninsula Borough, Alaska","ak","050","00",,,,"02","164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake and Peninsula Borough",,,,999,0.04191872,23831.8340069529
"02170","Matanuska-Susitna Borough, Alaska","ak","050","00",,,,"02","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matanuska-Susitna Borough",,,,108661,4.397937,24707.2671286508
"02180","Nome Census Area, Alaska","ak","050","00",,,,"02","180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nome Census Area",,,,10018,0.4361443,22969.4638646974
"02185","North Slope Borough, Alaska","ak","050","00",,,,"02","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Slope Borough",,,,10924,0.1229853,88823.6296507938
"02188","Northwest Arctic Borough, Alaska","ak","050","00",,,,"02","188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northwest Arctic Borough",,,,7682,0.2154036,35663.2812939674
"02195","Petersburg Borough, Alaska","ak","050","00",,,,"02","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petersburg Borough",,,,3374,1.163185,2900.65593508541
"02198","Prince of Wales-Hyder Census Area, Alaska","ak","050","00",,,,"02","198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prince of Wales-Hyder Census Area",,,,5799,1.100855,5267.7259292321
"02220","Sitka City and Borough, Alaska","ak","050","00",,,,"02","220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sitka City and Borough",,,,8462,2.948373,2870.05796165851
"02230","Skagway Municipality, Alaska","ak","050","00",,,,"02","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skagway Municipality",,,,1303,3.002768,433.932932507795
"02240","Southeast Fairbanks Census Area, Alaska","ak","050","00",,,,"02","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southeast Fairbanks Census Area",,,,6888,0.2773945,24831.0586272987
"02275","Wrangell City and Borough, Alaska","ak","050","00",,,,"02","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wrangell City and Borough",,,,2134,0.8349003,2555.99372970068
"02282","Yakutat City and Borough, Alaska","ak","050","00",,,,"02","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yakutat City and Borough",,,,564,0.07398397,7623.2725093707
"02290","Yukon-Koyukuk Census Area, Alaska","ak","050","00",,,,"02","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yukon-Koyukuk Census Area",,,,5355,0.03678502,145575.563550101
"04001","Apache County, Arizona","az","050","00",,,,"04","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apache County",,,,66054,5.898567,11198.3134562786
"04003","Cochise County, Arizona","az","050","00",,,,"04","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cochise County",,,,125504,20.21078,6209.75533786257
"04005","Coconino County, Arizona","az","050","00",,,,"04","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coconino County",,,,144705,7.773004,18616.3540649609
"04007","Gila County, Arizona","az","050","00",,,,"04","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gila County",,,,53419,11.22819,4757.57823125049
"04009","Graham County, Arizona","az","050","00",,,,"04","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graham County",,,,38453,8.31978,4621.87704344576
"04011","Greenlee County, Arizona","az","050","00",,,,"04","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenlee County",,,,9483,5.145857,1842.84183556063
"04012","La Paz County, Arizona","az","050","00",,,,"04","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Paz County",,,,16681,3.709709,4496.5791903283
"04013","Maricopa County, Arizona","az","050","00",,,,"04","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maricopa County",,,,4430871,481.5109,9202.01581165627
"04015","Mohave County, Arizona","az","050","00",,,,"04","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mohave County",,,,214229,16.06864,13332.117937226
"04017","Navajo County, Arizona","az","050","00",,,,"04","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Navajo County",,,,107110,10.76537,9949.49420306194
"04019","Pima County, Arizona","az","050","00",,,,"04","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pima County",,,,1042393,113.4431,9188.68319081015
"04021","Pinal County, Arizona","az","050","00",,,,"04","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pinal County",,,,433338,80.74615,5366.67088187281
"04023","Santa Cruz County, Arizona","az","050","00",,,,"04","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County",,,,47838,38.69629,1236.24247834353
"04025","Yavapai County, Arizona","az","050","00",,,,"04","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yavapai County",,,,237830,29.27883,8122.93305451608
"04027","Yuma County, Arizona","az","050","00",,,,"04","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuma County",,,,204374,37.06565,5513.83894597195
"05001","Arkansas County, Arkansas","ar","050","00",,,,"05","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arkansas County",,,,17024,17.15886,992.140306441574
"05003","Ashley County, Arkansas","ar","050","00",,,,"05","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashley County",,,,19018,20.54908,925.491633165868
"05005","Baxter County, Arkansas","ar","050","00",,,,"05","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baxter County",,,,41801,75.46245,553.931165704243
"05007","Benton County, Arkansas","ar","050","00",,,,"05","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County",,,,286528,337.9933,847.732903781794
"05009","Boone County, Arkansas","ar","050","00",,,,"05","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County",,,,37662,63.86389,589.722948523314
"05011","Bradley County, Arkansas","ar","050","00",,,,"05","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradley County",,,,10461,16.11449,649.167115832197
"05013","Calhoun County, Arkansas","ar","050","00",,,,"05","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County",,,,4773,7.593058,628.600534056528
"05015","Carroll County, Arkansas","ar","050","00",,,,"05","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County",,,,28362,45.02422,629.927588853694
"05017","Chicot County, Arkansas","ar","050","00",,,,"05","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicot County",,,,10234,16.0665,636.977604529442
"05019","Clark County, Arkansas","ar","050","00",,,,"05","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County",,,,21469,24.79182,865.971258554094
"05021","Clay County, Arkansas","ar","050","00",,,,"05","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County",,,,14537,22.74164,639.223792542668
"05023","Cleburne County, Arkansas","ar","050","00",,,,"05","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleburne County",,,,24948,45.03581,553.959187455695
"05025","Cleveland County, Arkansas","ar","050","00",,,,"05","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County",,,,7548,12.62396,597.910489160568
"05027","Columbia County, Arkansas","ar","050","00",,,,"05","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County",,,,22707,29.64109,766.064868254216
"05029","Conway County, Arkansas","ar","050","00",,,,"05","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conway County",,,,20782,37.65421,551.917009654099
"05031","Craighead County, Arkansas","ar","050","00",,,,"05","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craighead County",,,,111038,157.0191,707.162207701348
"05033","Crawford County, Arkansas","ar","050","00",,,,"05","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County",,,,60593,101.791,595.26863599368
"05035","Crittenden County, Arkansas","ar","050","00",,,,"05","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crittenden County",,,,47945,78.23095,612.864862694345
"05037","Cross County, Arkansas","ar","050","00",,,,"05","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cross County",,,,16827,27.30248,616.3176169156
"05039","Dallas County, Arkansas","ar","050","00",,,,"05","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County",,,,6472,9.698454,667.322887982493
"05041","Desha County, Arkansas","ar","050","00",,,,"05","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Desha County",,,,11285,15.22476,741.226773251459
"05043","Drew County, Arkansas","ar","050","00",,,,"05","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drew County",,,,17309,20.88776,828.666993051705
"05045","Faulkner County, Arkansas","ar","050","00",,,,"05","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faulkner County",,,,124611,192.5258,647.243153250131
"05047","Franklin County, Arkansas","ar","050","00",,,,"05","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County",,,,17160,28.17905,608.962969712601
"05049","Fulton County, Arkansas","ar","050","00",,,,"05","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County",,,,12183,19.71378,617.994128158123
"05051","Garland County, Arkansas","ar","050","00",,,,"05","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garland County",,,,100021,147.6075,677.614629874733
"05053","Grant County, Arkansas","ar","050","00",,,,"05","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County",,,,18022,28.52089,631.887727665148
"05055","Greene County, Arkansas","ar","050","00",,,,"05","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County",,,,45954,79.59605,577.340250225098
"05057","Hempstead County, Arkansas","ar","050","00",,,,"05","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hempstead County",,,,20037,27.55363,727.200033359228
"05059","Hot Spring County, Arkansas","ar","050","00",,,,"05","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hot Spring County",,,,33129,53.87321,614.943908620426
"05061","Howard County, Arkansas","ar","050","00",,,,"05","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County",,,,12779,21.75772,587.331709644987
"05063","Independence County, Arkansas","ar","050","00",,,,"05","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Independence County",,,,37910,49.63916,763.711535343021
"05065","Izard County, Arkansas","ar","050","00",,,,"05","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Izard County",,,,13748,23.69523,580.201038769292
"05067","Jackson County, Arkansas","ar","050","00",,,,"05","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County",,,,16784,26.48944,633.610842984601
"05069","Jefferson County, Arkansas","ar","050","00",,,,"05","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County",,,,66934,76.72877,872.345589245973
"05071","Johnson County, Arkansas","ar","050","00",,,,"05","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County",,,,25925,39.22148,660.989823891076
